company,holder of position,% of capital,communication date,position date
"Banco Comercial Português, SA","AQR Capital Management, LLC",1.31,2017-08-07,2017-08-04
"Banco Comercial Português, SA","AQR Capital Management, LLC",1.21,2017-07-27,2017-07-26
"Banco Comercial Português, SA","AQR Capital Management, LLC",1.11,2017-07-07,2017-07-06
"Banco Comercial Português, SA","AQR Capital Management, LLC",1.01,2017-06-27,2017-06-26
"Banco Comercial Português, SA","AQR Capital Management, LLC",0.90,2017-06-20,2017-06-19
"Banco Comercial Português, SA","AQR Capital Management, LLC",0.81,2017-06-14,2017-06-13
"Banco Comercial Português, SA","AQR Capital Management, LLC",0.71,2017-06-08,2017-06-07
"Banco Comercial Português, SA","AQR Capital Management, LLC",0.60,2017-06-01,2017-05-31
"Banco Comercial Português, SA","AQR Capital Management, LLC",0.51,2017-05-23,2017-05-22
"Banco Comercial Português, SA","BlackRock Financial Management, Inc.",0.59,2023-01-31,2023-01-30
"Banco Comercial Português, SA","BlackRock Financial Management, Inc.",0.69,2023-01-18,2023-01-17
"Banco Comercial Português, SA","BlackRock Financial Management, Inc.",0.70,2023-01-02,2022-12-30
"Banco Comercial Português, SA","BlackRock Financial Management, Inc.",0.60,2022-12-01,2022-11-30
"Banco Comercial Português, SA","BlackRock Financial Management, Inc.",0.50,2022-11-22,2022-11-21
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.60,2023-03-17,2023-03-16
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.50,2023-03-03,2023-03-02
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.58,2023-02-06,2023-02-03
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.69,2023-01-25,2023-01-24
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.70,2022-12-29,2022-12-28
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.61,2022-11-29,2022-11-28
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.50,2022-11-17,2022-11-16
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.50,2022-09-02,2022-09-01
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.53,2020-07-13,2020-07-10
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.55,2020-05-19,2020-05-18
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.70,2020-05-08,2020-05-07
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.60,2020-04-22,2020-04-21
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.50,2020-04-02,2020-04-01
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.58,2019-10-17,2019-10-16
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.69,2019-10-01,2019-09-30
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.79,2019-09-23,2019-09-20
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.80,2019-09-05,2019-09-04
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.73,2019-08-30,2019-08-29
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.60,2019-08-19,2019-08-16
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.59,2019-04-08,2019-04-05
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.61,2019-04-02,2019-04-01
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.59,2019-03-28,2019-03-27
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.60,2019-02-14,2019-02-13
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.59,2018-12-19,2018-12-18
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.60,2018-12-17,2018-12-14
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.59,2018-12-14,2018-12-13
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.69,2018-11-26,2018-11-23
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.78,2018-11-12,2018-11-09
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.80,2018-10-26,2018-10-25
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.70,2018-09-27,2018-09-26
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.69,2018-09-26,2018-09-25
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.78,2018-08-31,2018-08-30
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.80,2018-08-08,2018-08-07
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.79,2018-08-06,2018-08-03
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.81,2018-07-24,2018-07-23
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.79,2018-07-23,2018-07-20
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.80,2018-07-20,2018-07-19
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.73,2018-06-01,2018-05-31
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.69,2018-05-30,2018-05-29
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.70,2018-05-25,2018-05-24
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.60,2018-05-15,2018-05-14
"Banco Comercial Português, SA","BlackRock Institutional Trust Company, N.A.",0.50,2018-04-30,2018-04-27
"Banco Comercial Português, SA",BlackRock Investment Management (UK) Limited,0.55,2017-01-18,2017-01-17
"Banco Comercial Português, SA",BlackRock Investment Management (UK) Limited,0.68,2017-01-17,2017-01-16
"Banco Comercial Português, SA",BlackRock Investment Management (UK) Limited,1.18,2016-11-22,2016-11-21
"Banco Comercial Português, SA",Citadel Advisors LLC,0.54,2022-09-14,2022-09-13
"Banco Comercial Português, SA",Citadel Advisors LLC,0.50,2022-08-12,2022-08-11
"Banco Comercial Português, SA",Citadel Advisors LLC,0.58,2022-08-02,2022-08-01
"Banco Comercial Português, SA",Citadel Advisors LLC,0.64,2022-07-28,2022-07-27
"Banco Comercial Português, SA",Citadel Advisors LLC,0.70,2022-07-27,2022-07-26
"Banco Comercial Português, SA",Citadel Advisors LLC,0.66,2022-07-19,2022-07-18
"Banco Comercial Português, SA",Citadel Advisors LLC,0.52,2022-07-13,2022-07-12
"Banco Comercial Português, SA",Citadel Advisors LLC,0.56,2022-05-13,2022-05-12
"Banco Comercial Português, SA",Citadel Advisors LLC,0.60,2022-04-28,2022-04-27
"Banco Comercial Português, SA",Citadel Advisors LLC,0.57,2022-04-27,2022-04-26
"Banco Comercial Português, SA",Citadel Advisors LLC,0.58,2022-04-21,2022-04-20
"Banco Comercial Português, SA",Citadel Advisors LLC,0.61,2022-04-07,2022-04-06
"Banco Comercial Português, SA",Citadel Advisors LLC,0.53,2022-04-04,2022-04-01
"Banco Comercial Português, SA",Citadel Advisors LLC,0.50,2022-02-28,2022-02-25
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.59,2022-02-22,2022-02-21
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.68,2022-02-08,2022-02-07
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.79,2022-02-03,2022-02-02
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.89,2022-01-05,2022-01-04
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.98,2021-08-24,2021-08-23
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.00,2021-04-06,2021-04-01
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.94,2021-03-23,2021-03-22
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.80,2021-03-11,2021-03-10
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.70,2021-02-23,2021-02-22
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.61,2020-06-25,2020-06-24
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.59,2020-05-21,2020-05-20
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.68,2020-02-19,2020-02-18
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.78,2019-12-24,2019-12-23
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.87,2019-11-29,2019-11-28
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.92,2019-11-28,2019-11-27
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.03,2019-10-04,2019-10-03
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.98,2019-09-20,2019-09-19
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.07,2019-09-04,2019-09-03
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.10,2019-06-05,2019-06-04
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.07,2019-06-04,2019-06-03
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.93,2018-11-15,2018-11-14
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.80,2018-07-24,2018-07-23
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.86,2018-01-23,2018-01-22
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.95,2018-01-04,2018-01-03
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.01,2017-09-08,2017-09-07
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.80,2017-08-03,2017-08-02
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.74,2017-07-31,2017-07-28
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.59,2017-02-24,2017-02-23
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.68,2017-02-17,2017-02-16
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,0.79,2017-02-08,2017-02-07
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.23,2017-01-23,2017-01-20
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.55,2016-12-15,2016-12-14
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.61,2016-12-14,2016-12-13
"Banco Comercial Português, SA",Lansdowne Partners (UK) LLP,1.80,2016-11-24,2016-11-23
"Banco Comercial Português, SA",Marshall Wace LLP,0.51,2022-09-29,2022-09-28
"Banco Comercial Português, SA",Marshall Wace LLP,0.53,2020-05-27,2020-05-26
"Banco Comercial Português, SA",Marshall Wace LLP,0.58,2019-10-18,2019-10-17
"Banco Comercial Português, SA",Marshall Wace LLP,0.65,2019-09-26,2019-09-25
"Banco Comercial Português, SA",Marshall Wace LLP,0.53,2019-09-23,2019-09-20
"Banco Comercial Português, SA",Marshall Wace LLP,0.59,2018-10-23,2018-10-22
"Banco Comercial Português, SA",Marshall Wace LLP,0.60,2018-10-11,2018-10-10
"Banco Comercial Português, SA",Marshall Wace LLP,0.57,2018-10-02,2018-10-01
"Banco Comercial Português, SA",Marshall Wace LLP,0.69,2018-09-24,2018-09-21
"Banco Comercial Português, SA",Marshall Wace LLP,0.72,2018-09-19,2018-09-18
"Banco Comercial Português, SA",Marshall Wace LLP,0.69,2018-09-17,2018-09-14
"Banco Comercial Português, SA",Marshall Wace LLP,0.70,2018-09-07,2018-09-06
"Banco Comercial Português, SA",Marshall Wace LLP,0.69,2018-09-03,2018-08-31
"Banco Comercial Português, SA",Marshall Wace LLP,0.75,2018-07-27,2018-07-26
"Banco Comercial Português, SA",Marshall Wace LLP,0.88,2018-07-20,2018-07-19
"Banco Comercial Português, SA",Marshall Wace LLP,0.99,2018-07-03,2018-07-02
"Banco Comercial Português, SA",Marshall Wace LLP,1.08,2018-06-15,2018-06-14
"Banco Comercial Português, SA",Marshall Wace LLP,1.15,2018-06-04,2018-06-01
"Banco Comercial Português, SA",Marshall Wace LLP,1.20,2018-05-24,2018-05-23
"Banco Comercial Português, SA",Marshall Wace LLP,1.12,2018-05-21,2018-05-18
"Banco Comercial Português, SA",Marshall Wace LLP,1.08,2018-04-25,2018-04-24
"Banco Comercial Português, SA",Marshall Wace LLP,1.16,2018-04-20,2018-04-19
"Banco Comercial Português, SA",Marshall Wace LLP,1.29,2018-04-17,2018-04-16
"Banco Comercial Português, SA",Marshall Wace LLP,1.36,2018-04-13,2018-04-12
"Banco Comercial Português, SA",Marshall Wace LLP,1.49,2018-04-10,2018-04-09
"Banco Comercial Português, SA",Marshall Wace LLP,1.50,2018-03-06,2018-03-05
"Banco Comercial Português, SA",Marshall Wace LLP,1.41,2018-02-28,2018-02-27
"Banco Comercial Português, SA",Marshall Wace LLP,1.31,2018-02-22,2018-02-21
"Banco Comercial Português, SA",Marshall Wace LLP,1.21,2018-02-16,2018-02-15
"Banco Comercial Português, SA",Marshall Wace LLP,1.11,2018-02-13,2018-02-12
"Banco Comercial Português, SA",Marshall Wace LLP,1.02,2018-02-07,2018-02-06
"Banco Comercial Português, SA",Marshall Wace LLP,0.92,2018-02-02,2018-02-01
"Banco Comercial Português, SA",Marshall Wace LLP,0.85,2018-01-31,2018-01-30
"Banco Comercial Português, SA",Marshall Wace LLP,0.91,2018-01-29,2018-01-26
"Banco Comercial Português, SA",Marshall Wace LLP,0.88,2018-01-26,2018-01-25
"Banco Comercial Português, SA",Marshall Wace LLP,0.90,2018-01-24,2018-01-23
"Banco Comercial Português, SA",Marshall Wace LLP,0.89,2018-01-16,2018-01-15
"Banco Comercial Português, SA",Marshall Wace LLP,0.90,2018-01-11,2018-01-10
"Banco Comercial Português, SA",Marshall Wace LLP,0.88,2018-01-09,2018-01-08
"Banco Comercial Português, SA",Marshall Wace LLP,0.97,2018-01-03,2018-01-02
"Banco Comercial Português, SA",Marshall Wace LLP,1.00,2017-12-13,2017-12-12
"Banco Comercial Português, SA",Marshall Wace LLP,0.96,2017-11-30,2017-11-29
"Banco Comercial Português, SA",Marshall Wace LLP,1.09,2017-11-15,2017-11-14
"Banco Comercial Português, SA",Marshall Wace LLP,1.10,2017-11-07,2017-11-06
"Banco Comercial Português, SA",Marshall Wace LLP,1.01,2017-10-31,2017-10-30
"Banco Comercial Português, SA",Marshall Wace LLP,0.92,2017-10-24,2017-10-23
"Banco Comercial Português, SA",Marshall Wace LLP,0.89,2017-10-05,2017-10-04
"Banco Comercial Português, SA",Marshall Wace LLP,0.90,2017-09-28,2017-09-27
"Banco Comercial Português, SA",Marshall Wace LLP,0.88,2017-09-22,2017-09-21
"Banco Comercial Português, SA",Marshall Wace LLP,0.90,2017-09-13,2017-09-12
"Banco Comercial Português, SA",Marshall Wace LLP,0.89,2017-09-11,2017-09-08
"Banco Comercial Português, SA",Marshall Wace LLP,0.91,2017-09-08,2017-09-07
"Banco Comercial Português, SA",Marshall Wace LLP,0.88,2017-09-01,2017-08-31
"Banco Comercial Português, SA",Marshall Wace LLP,0.90,2017-08-16,2017-08-15
"Banco Comercial Português, SA",Marshall Wace LLP,0.89,2017-08-11,2017-08-10
"Banco Comercial Português, SA",Marshall Wace LLP,0.90,2017-08-09,2017-08-08
"Banco Comercial Português, SA",Marshall Wace LLP,0.82,2017-07-26,2017-07-25
"Banco Comercial Português, SA",Marshall Wace LLP,0.71,2017-06-28,2017-06-27
"Banco Comercial Português, SA",Marshall Wace LLP,0.66,2017-06-14,2017-06-13
"Banco Comercial Português, SA",Marshall Wace LLP,0.73,2017-06-12,2017-06-09
"Banco Comercial Português, SA",Marshall Wace LLP,0.88,2017-05-29,2017-05-26
"Banco Comercial Português, SA",Marshall Wace LLP,0.91,2017-05-26,2017-05-25
"Banco Comercial Português, SA",Marshall Wace LLP,0.86,2017-05-09,2017-05-08
"Banco Comercial Português, SA",Marshall Wace LLP,0.98,2017-05-05,2017-05-04
"Banco Comercial Português, SA",Marshall Wace LLP,1.08,2017-05-02,2017-04-28
"Banco Comercial Português, SA",Marshall Wace LLP,1.11,2017-04-12,2017-04-11
"Banco Comercial Português, SA",Marshall Wace LLP,1.01,2017-04-05,2017-04-04
"Banco Comercial Português, SA",Marshall Wace LLP,0.90,2017-03-31,2017-03-30
"Banco Comercial Português, SA",Marshall Wace LLP,0.80,2017-03-29,2017-03-28
"Banco Comercial Português, SA",Marshall Wace LLP,0.72,2017-03-24,2017-03-23
"Banco Comercial Português, SA",Marshall Wace LLP,0.60,2017-03-20,2017-03-17
"Banco Comercial Português, SA",Marshall Wace LLP,0.52,2017-03-17,2017-03-16
"Banco Comercial Português, SA",Millennium International Management LP,0.51,2023-01-27,2023-01-26
"Banco Comercial Português, SA",Millennium International Management LP,0.60,2022-07-22,2022-07-21
"Banco Comercial Português, SA",Millennium International Management LP,0.57,2022-07-19,2022-07-18
"Banco Comercial Português, SA",Millennium International Management LP,0.68,2022-07-14,2022-07-13
"Banco Comercial Português, SA",Millennium International Management LP,0.52,2022-07-06,2022-07-05
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.55,2019-09-02,2019-08-30
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.86,2019-08-30,2019-08-29
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.99,2019-08-28,2019-08-27
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.06,2019-08-27,2019-08-26
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.18,2019-08-22,2019-08-21
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.27,2019-08-19,2019-08-16
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.32,2019-08-13,2019-08-12
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.20,2019-07-31,2019-07-30
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.16,2019-07-29,2019-07-26
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.08,2019-07-04,2019-07-03
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.19,2019-03-13,2019-03-12
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.20,2019-03-08,2019-03-07
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.12,2018-12-11,2018-12-10
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.09,2018-12-07,2018-12-06
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.10,2018-12-05,2018-12-04
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.00,2018-11-09,2018-11-08
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.91,2018-05-30,2018-05-29
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.03,2018-03-02,2018-03-01
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.99,2018-02-20,2018-02-19
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.01,2018-02-15,2018-02-14
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.92,2017-11-09,2017-11-08
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.80,2017-09-13,2017-09-12
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.70,2017-09-04,2017-09-01
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.61,2017-07-31,2017-07-28
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.59,2017-05-09,2017-05-08
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.63,2017-05-08,2017-05-05
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.71,2017-04-07,2017-04-06
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.63,2017-04-06,2017-04-03
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.51,2017-03-02,2017-03-01
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.87,2017-01-23,2017-01-20
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.04,2017-01-17,2017-01-16
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.20,2016-12-26,2016-12-22
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,1.15,2016-12-19,2016-12-16
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.94,2016-12-15,2016-12-14
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.84,2016-12-09,2016-12-08
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.78,2016-12-07,2016-12-06
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.80,2016-12-02,2016-12-01
"Banco Comercial Português, SA",Oceanwood Capital Management Limited,0.73,2016-11-14,2016-11-11
"Banco Comercial Português, SA",Polygon Global Partners LLP,0.95,2017-02-08,2017-02-07
"Banco Comercial Português, SA",Polygon Global Partners LLP,0.69,2017-02-07,2017-02-06
"Banco Comercial Português, SA",Polygon Global Partners LLP,0.50,2017-02-03,2017-02-02
"Banco Comercial Português, SA",Susquehanna International Holdings LLC,1.49,2017-02-07,2017-02-06
"Banco Comercial Português, SA",Susquehanna International Holdings LLC,0.90,2017-02-06,2017-02-03
"Banco Comercial Português, SA",Susquehanna International Holdings LLC,0.82,2017-02-03,2017-02-02
"Banco Comercial Português, SA",The Abaco Financials Fund,0.52,2016-12-13,2016-12-12
"CTT - Correios de Portugal, SA",Airain Ltd *,0.58,2018-01-26,2018-01-25
"CTT - Correios de Portugal, SA",Airain Ltd *,0.60,2018-01-22,2018-01-19
"CTT - Correios de Portugal, SA",Airain Ltd *,0.51,2018-01-10,2018-01-09
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.58,2023-02-15,2023-02-14
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.67,2023-02-10,2023-02-09
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.77,2023-02-08,2023-02-07
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.88,2023-02-06,2023-02-03
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.99,2023-01-31,2023-01-30
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.08,2023-01-27,2023-01-26
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.19,2022-11-02,2022-11-01
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.29,2022-10-13,2022-10-12
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.38,2022-10-03,2022-09-30
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.47,2021-11-19,2021-11-18
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.55,2021-04-26,2021-04-23
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.66,2021-03-25,2021-03-24
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.78,2021-03-22,2021-03-19
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.89,2021-03-15,2021-03-12
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.90,2021-02-16,2021-02-15
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,2.19,2021-01-18,2021-01-15
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,2.27,2021-01-15,2021-01-14
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,2.79,2020-06-30,2020-06-29
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,2.66,2020-06-25,2020-06-24
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,2.51,2020-06-19,2020-06-18
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,2.43,2020-04-17,2020-04-16
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,2.33,2020-02-05,2020-02-04
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,2.24,2019-12-23,2019-12-20
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,2.11,2019-12-16,2019-12-13
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.80,2019-12-12,2019-12-11
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.78,2019-12-11,2019-12-10
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.55,2019-12-09,2019-12-06
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.34,2019-12-06,2019-12-05
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.23,2019-12-05,2019-12-04
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.16,2019-12-04,2019-12-03
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.00,2019-12-02,2019-11-29
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.87,2019-11-29,2019-11-28
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.59,2018-08-31,2018-08-30
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.69,2018-08-14,2018-08-13
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.79,2018-06-28,2018-06-27
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.89,2018-06-12,2018-06-11
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.99,2018-05-24,2018-05-23
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.08,2018-05-11,2018-05-10
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.18,2018-05-07,2018-05-04
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.29,2018-02-19,2018-02-16
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.39,2018-02-02,2018-02-01
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.41,2017-12-12,2017-12-11
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.31,2017-12-05,2017-12-04
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.20,2017-11-22,2017-11-21
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.13,2017-11-13,2017-11-10
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.02,2017-11-02,2017-11-01
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.98,2017-10-24,2017-10-23
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.09,2017-10-02,2017-09-29
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.10,2017-05-26,2017-05-25
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,1.04,2017-04-07,2017-04-06
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.90,2017-04-06,2017-04-05
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.82,2017-04-05,2017-04-04
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.71,2017-04-03,2017-03-31
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.62,2017-03-30,2017-03-29
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.52,2017-03-28,2017-03-27
"CTT - Correios de Portugal, SA",BlackRock Investment Management (UK) Limited,0.52,2016-06-06,2016-06-03
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",0.69,2017-12-06,2017-12-05
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",0.92,2017-11-07,2017-11-06
